brand,model,2G_bands,3G_bands,4G_bands,weight_g,SIM,display_size(inches),Pixel_height,Pixel_width,OS,CPU(core),internal_memory(GB),RAM(GB),primary_camera(MP),secondary_camera(MP),audio_jack,WIFI,bluetooth,GPS,radio,Battery(Mah),Aprox Price INR
Pantech,Slate,Yes,No,No,91,Mini,2.2,220,176,No,1,20,0,1.3,0,No,No,Yes,Yes,No,950,8000
Pantech,Matrix,Yes,Yes,No,132,Mini,,240,320,No,1,0,0,1.3,0,No,No,Yes,Yes,No,1000,12000
Pantech,Duo,Yes,Yes,No,110,Mini,2.2,240,320,Windows,1,1,64,1.3,0,Yes,No,Yes,No,No,1320,8800
Pantech,U-4000,Yes,Yes,No,92,Mini,1.9,176,220,No,1,30,0,1.3,1,No,No,Yes,No,No,820,4373
Pantech,PG-3300,Yes,No,No,80,Mini,,128,128,No,1,14,0,1,0,No,No,No,No,No,710,3786
Pantech,PU-5000,Yes,Yes,No,92,Mini,1.9,176,220,No,1,30,0,1.3,1,No,No,Yes,No,No,720,3840
Pantech,PG-170,Yes,No,No,83.4,Mini,1.5,128,128,No,1,1,32,1,0,No,No,No,No,Yes,720,3840
Pantech,PG-1800,Yes,No,No,88,Mini,1.8,120,160,No,1,1,64,1,0,No,No,Yes,No,No,720,3840
Pantech,PG-1300,Yes,No,No,75.2,Mini,1.5,10,11,No,1,1,64,0,0,No,No,No,No,No,720,3840
Pantech,PG-3900,Yes,No,No,92,Mini,1.9,176,220,No,1,64,0,2,0,No,No,Yes,No,No,570,3040
Pantech,PG-1900,Yes,No,No,80,Mini,1.6,128,128,No,1,0,0,1,0,No,No,No,No,Yes,720,3840
Pantech,PG-2800,Yes,No,No,80,Mini,2,176,220,No,1,24,0,1.3,0,No,No,Yes,No,No,800,4266
Pantech,PG-3600V,Yes,No,No,94.2,Mini,,176,220,No,1,32,0,1.3,0,No,No,Yes,No,No,800,4266
Pantech,PG-3600,Yes,No,No,75,Mini,,176,220,No,1,22,0,1.3,0,No,No,Yes,No,No,800,4266
Pantech,PG-3500,Yes,No,No,75,Mini,,176,220,No,1,22,0,1.3,0,No,No,Yes,No,No,800,4266
Pantech,PG-160,Yes,No,No,75,Mini,,128,160,No,1,2.2,0,0,0,No,No,No,No,No,790,4213
Pantech,PG-8000,Yes,No,No,106,Mini,2,320,240,No,1,8.4,0,2,0,No,No,Yes,No,Yes,820,4373
Pantech,PG-6200,Yes,No,No,92,Mini,1.9,176,220,No,1,0,0,2,0,No,No,Yes,No,Yes,570,3040
Pantech,PG-6100,Yes,No,No,115,Mini,,176,220,No,1,0,0,2,0,No,No,Yes,No,Yes,1000,5333
Pantech,PG-1400,Yes,No,No,75,Mini,,128,128,No,1,3,0,1,0,No,No,No,No,Yes,720,3840
Pantech,PG-120,Yes,No,No,91.5,Mini,,128,160,No,1,0,0,1,0,No,No,No,No,No,700,3733
Pantech,PG-3200,Yes,No,No,70,Mini,,128,128,No,1,3.5,0,1,0,No,No,No,No,No,760,4053
Pantech,PG-1000s,Yes,No,No,80,Mini,,128,160,No,1,0,0,0,0,No,No,No,No,No,670,3573
Pantech,GF500,Yes,No,No,83,Mini,,128,160,No,1,8.4,0,1.3,0,No,No,No,No,No,1000,5333
Pantech,PG3000,Yes,No,No,99,Mini,,128,160,No,1,8.4,0,1.3,0,No,No,No,No,No,850,4533
Pantech,GF100,Yes,No,No,85,Mini,,128,128,No,1,1.8,0,0,0,No,No,No,No,No,680,3626
Pantech,G670,Yes,No,No,85,Mini,,128,160,No,1,1.8,0,1,0,No,No,No,No,No,1000,5333
Pantech,GI100,Yes,No,No,82,Mini,,128,160,No,1,13.5,0,1.3,0,No,No,No,No,No,780,4160
Pantech,GF200,Yes,No,No,85,Mini,,128,160,No,1,8.4,0,1,0,No,No,No,No,No,820,4373
Pantech,GB300,Yes,No,No,72,Mini,1.6,128,128,No,1,2,0,0,0,No,No,No,No,No,850,4533
Pantech,GB200,Yes,No,No,80,Mini,,128,160,No,1,2.8,0,1,0,No,No,No,No,No,680,3626
Pantech,GB100,Yes,No,No,80,Mini,,128,128,No,1,1,0,0,0,No,No,No,No,No,640,3413
Pantech,G900,Yes,No,No,80,Mini,,128,160,No,1,0,0,1,0,No,No,No,No,No,1000,5333
Pantech,G600,Yes,No,No,87,Mini,,128,143,No,1,0,0,1,0,No,No,No,No,No,1000,5333
Pantech,G800,Yes,No,No,85,Mini,,128,160,No,1,0,0,1,0,No,No,Yes,No,No,760,4053
Pantech,G700,Yes,No,No,79,Mini,,128,160,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Pantech,G500,Yes,No,No,90,Mini,,128,160,No,1,2.5,0,1,0,No,No,No,No,No,1000,5333
Pantech,G300,Yes,No,No,75,Mini,,128,128,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Pantech,G200,Yes,No,No,80,Mini,,128,160,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Pantech,Q80,Yes,No,No,80,Mini,,128,143,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Parla,Minu P124,Yes,No,No,83,Dual,1.8,128,160,No,1,4,4,1,0,Yes,No,Yes,No,Yes,600,3200
Parla,Sonic 3.5S,Yes,Yes,No,98,Dual,3.5,320,480,Android,1,1,256,2,0,Yes,Yes,Yes,Yes,Yes,1300,6933
Parla,Minu P123,Yes,No,No,73,Dual,1.8,128,160,No,1,32,32,1,0,No,No,Yes,No,Yes,600,3200
Parla,Sonic 3.5,Yes,Yes,No,105,Dual,3.5,320,480,Android,1,1,1,2,0,Yes,Yes,Yes,No,Yes,1300,6933
Parla,Zum Bianco,Yes,No,No,90,Triple,1.8,128,160,No,1,32,32,1,0,No,No,Yes,No,Yes,600,3200
Parla,Minu,Yes,No,No,70,Dual,1.8,128,160,No,1,32,32,1,0,Yes,No,Yes,No,Yes,600,3200
Parla,Gala,Yes,No,No,90,Triple,2.3,320,240,No,1,1,64,2,0,Yes,Yes,Yes,No,Yes,800,4266
Parla,Spriz,Yes,No,No,90,Triple,2,320,240,No,1,1,64,2,0,Yes,No,Yes,No,Yes,700,3733
Parla,Mist,Yes,No,No,90,Triple,1.8,160,128,No,1,32,32,1,0,Yes,No,Yes,No,Yes,700,3733
Parla,Zum,Yes,No,No,90,Triple,1.8,128,160,No,1,32,16,1,0,No,No,No,No,Yes,700,3733
Philips,S337,Yes,Yes,No,152,Dual,5,480,854,Android,4,8,1,5,1,Yes,Yes,Yes,Yes,Yes,145,773
Philips,S309,Yes,Yes,No,127,Dual,4,480,800,Android,2,8,1,5,1,Yes,Yes,Yes,Yes,Yes,170,906
Philips,V377,Yes,Yes,No,190,Dual,5,720,1280,Android,4,8,1,5,1,Yes,Yes,Yes,Yes,Yes,5000,26666
Philips,V787,Yes,Yes,Yes,164,Dual,5,1080,1920,Android,8,16,2,13,5,Yes,Yes,Yes,Yes,Yes,5000,26666
Philips,S616,Yes,Yes,Yes,164,Dual,5.5,1080,1920,Android,8,16,2,13,1,Yes,Yes,Yes,Yes,Yes,3000,16000
Philips,I928,Yes,Yes,No,168,Dual,6,1080,1920,Android,8,16,2,13,2,Yes,Yes,Yes,Yes,Yes,3000,16000
Philips,V526,Yes,Yes,Yes,189,Dual,5,720,1280,Android,4,8,1,13,5,Yes,Yes,Yes,Yes,Yes,5000,26666
Philips,I908,Yes,Yes,No,156,Dual,5,1080,1920,Android,8,16,2,13,5,Yes,Yes,Yes,Yes,Yes,3000,16000
Philips,S396,Yes,Yes,Yes,151,Dual,5,720,1280,Android,4,8,1,8,8,Yes,Yes,Yes,Yes,Yes,2300,12266
Philips,S388,Yes,Yes,No,136.5,Dual,4.5,540,960,Android,4,0,0,5,0,Yes,Yes,Yes,Yes,Yes,1700,9066
Philips,S308,Yes,Yes,No,125,Dual,4,480,800,Android,2,4,1,5,0,Yes,Yes,Yes,Yes,No,1400,10400
Philips,W6610,Yes,Yes,No,200,Dual,5,540,960,Android,4,4,1,8,1.2,Yes,Yes,Yes,Yes,Yes,5300,28266
Philips,W8578,Yes,Yes,No,217,Dual,3.5,480,800,No,1,1,256,5,0,Yes,Yes,Yes,No,Yes,145,773
Philips,W3500,Yes,Yes,No,170,Dual,5,480,854,Android,4,0,1,5,0,Yes,Yes,Yes,Yes,No,2200,13600
Philips,W8555,Yes,Yes,No,200,Dual,5,1080,1920,Android,4,16,2,13,1,Yes,Yes,Yes,Yes,No,3300,27200
Philips,W7555,Yes,Yes,No,154,Dual,4.5,540,960,Android,4,4,1,8,1,Yes,Yes,Yes,Yes,Yes,2400,17600
Philips,W9588,Yes,Yes,No,246.8,Dual,3.5,480,800,Android,4,4,1,8,1,Yes,Yes,Yes,Yes,Yes,2400,12800
Philips,W8568,Yes,Yes,No,214,Dual,4,540,960,Android,4,4,1,8,0,Yes,Yes,Yes,Yes,No,2100,11200
Philips,W8500,Yes,Yes,No,172,Dual,4.3,540,960,Android,2,4,0,8,0,Yes,Yes,Yes,Yes,No,2400,12800
Philips,W6500,Yes,Yes,No,150.8,Dual,4.3,540,960,Android,4,4,0,5,0,Yes,Yes,Yes,Yes,No,2400,12800
Philips,W3568,Yes,Yes,No,137,Dual,4,480,800,Android,2,4,1,3.15,1,Yes,Yes,Yes,Yes,No,145,773
Philips,T3566,Yes,Yes,No,137,Dual,4,480,800,Android,2,0,256,2,0,Yes,Yes,Yes,No,No,145,773
Philips,W7376,Yes,Yes,No,172,Dual,4.3,540,960,Android,2,4,0,5,1,Yes,Yes,Yes,Yes,No,2400,12800
Philips,X1560,Yes,No,No,122,Dual,2.4,240,320,No,1,0,0,0,0,Yes,No,Yes,No,Yes,2900,15466
Philips,X2560,Yes,No,No,108.8,Dual,2.4,240,320,No,1,0,0,1,0,No,No,Yes,No,Yes,1630,8693
Philips,X2301,Yes,No,No,104,Dual,2.4,240,320,No,1,0,0,1,0,Yes,No,Yes,No,Yes,1530,8160
Philips,X2300,Yes,No,No,110,Triple,2.4,240,320,No,1,0,0,2,0,Yes,No,Yes,No,Yes,145,773
Philips,X1510,Yes,No,No,78,Dual,2,176,220,No,1,0,0,0,0,No,No,Yes,No,Yes,1050,5600
Philips,E160,Yes,No,No,70,Dual,1.77,128,160,No,1,0,0,0,0,Yes,No,Yes,No,Yes,800,4266
Philips,D833,Yes,Yes,No,163,Dual,4.3,480,800,Android,2,4,0,5,0,Yes,Yes,Yes,Yes,No,2400,12800
Philips,W8560,Yes,Yes,No,158,Dual,5,1080,1920,Android,4,32,2,13,1.3,Yes,Yes,Yes,Yes,No,3300,17600
Philips,W8510,Yes,Yes,No,173,Dual,4.7,720,1280,Android,4,4,0,8,1,Yes,Yes,Yes,Yes,No,3300,17600
Philips,T939,Yes,Yes,No,239.5,Dual,3.2,480,800,Android,1,4,1,5,0,Yes,Yes,Yes,Yes,No,145,773
Philips,W6360,Yes,Yes,No,110,Yes,4.3,480,800,Android,2,0,0,5,1,Yes,Yes,Yes,Yes,No,145,773
Philips,W5510,Yes,Yes,No,138.8,Yes,3.5,320,480,Android,1,0,0,5,0,Yes,Yes,Yes,Yes,No,1630,8693
Philips,W8355,Yes,Yes,No,224.5,Dual,5.3,540,960,Android,2,4,1,5,2,Yes,Yes,Yes,Yes,No,3000,16000
Philips,W832,Yes,Yes,No,170.5,Dual,4.5,540,960,Android,2,4,0,8,1,Yes,Yes,Yes,Yes,No,2400,12800
Philips,W737,Yes,Yes,No,172,Dual,4.3,540,960,Android,2,4,0,5,1,Yes,Yes,Yes,Yes,No,2400,12800
Philips,W736,Yes,Yes,No,167.5,Dual,4,480,800,Android,2,4,0,5,1,Yes,Yes,Yes,Yes,No,2400,12800
Philips,W6350,Yes,Yes,No,154,Dual,4,480,800,Android,1,1,0,5,0,Yes,Yes,Yes,Yes,No,1630,8693
Philips,W536,Yes,Yes,No,141,Dual,4,480,800,Android,2,4,0,5,1,Yes,Yes,Yes,Yes,No,1630,8693
Philips,W337,Yes,Yes,No,108.3,Dual,3.2,240,400,Android,1,1,0,2,1,Yes,Yes,Yes,Yes,No,1350,7200
Philips,T539,Yes,Yes,No,110,Dual,4.3,480,800,Android,1,1,0,5,0,Yes,Yes,Yes,Yes,No,1630,8693
Philips,E133,Yes,No,No,110,Dual,2.2,320,240,No,1,0,0,1,0,Yes,No,Yes,No,Yes,800,4266
Philips,W732,Yes,Yes,No,168.9,Dual,4.3,480,800,Android,1,2,0,5,1,Yes,Yes,Yes,Yes,No,2400,12800
Philips,X333,Yes,No,No,118.5,Dual,2.4,240,320,No,1,40,0,3.15,0,Yes,No,Yes,No,Yes,145,773
Philips,W930,Yes,Yes,No,250,Dual,3.2,320,480,Android,1,1,0,5,0,Yes,Yes,Yes,Yes,Yes,145,773
Philips,X130,Yes,No,No,102.5,Dual,2,176,220,No,1,0,0,0,0,No,No,Yes,No,Yes,145,773
Philips,X332,Yes,No,No,88.7,Dual,2.4,240,320,No,1,64,0,3.15,0,Yes,No,Yes,No,Yes,1000,5333
Philips,X331,Yes,No,No,107.7,Dual,2.8,240,320,No,1,44,0,2,0,Yes,Yes,Yes,No,Yes,1530,8160
Philips,D633,Yes,No,No,154,Mini,4,480,800,Android,1,60,0,5,0,Yes,Yes,Yes,Yes,No,1630,8693
Philips,W632,Yes,Yes,No,164.5,Dual,3.8,480,800,Android,1,1,0,5,1,Yes,Yes,Yes,Yes,No,2100,11200
Philips,W635,Yes,Yes,No,157,Dual,4,480,800,Android,1,1,0,5,0,Yes,Yes,Yes,Yes,No,1630,36800
Philips,X528,Yes,No,No,180,Dual,2.6,240,320,No,1,0,0,3.15,0,No,No,Yes,No,Yes,160,853
Philips,T129,Yes,Yes,No,94,Mini,2.4,240,320,No,1,82,0,1,0,Yes,No,No,No,Yes,1150,6133
Philips,W820,Yes,Yes,No,143,Mini,3.2,320,480,Android,1,1,0,5,1,Yes,Yes,Yes,Yes,Yes,2100,11200
Philips,D822,Yes,No,No,165,Dual,3.5,320,480,Android,1,1,0,5,0,No,Yes,Yes,Yes,No,145,773
Philips,W727,Yes,Yes,No,189,Dual,3.2,320,480,No,1,1,0,5,0,No,Yes,Yes,No,Yes,1530,8160
Philips,X125,Yes,No,No,68,Mini,1.44,128,128,No,1,0,0,0,0,No,No,No,No,Yes,1050,5600
Philips,W626,Yes,Yes,No,102,Dual,3.5,320,480,Android,1,1,0,3.15,1,Yes,Yes,Yes,Yes,Yes,1530,8160
Philips,X623,Yes,No,No,132.8,Dual,2.4,240,320,No,1,64,0,5,0,Yes,No,Yes,No,Yes,145,773
Philips,W920,Yes,Yes,No,110,Mini,4.3,480,800,Android,1,1,1,5,0,Yes,Yes,Yes,Yes,No,1280,6826
Philips,V726,Yes,No,No,110,Dual,3.2,320,480,Android,1,1,0,5,0,Yes,Yes,Yes,Yes,No,2100,11200
Philips,X622,Yes,No,No,158.8,Dual,3.2,320,480,No,1,44,0,5,0,Yes,Yes,Yes,No,Yes,2100,11200
Philips,W625,Yes,Yes,No,110,Dual,3,240,400,No,1,50,0,3.15,0,No,No,Yes,No,Yes,1530,8160
Philips,X223,Yes,No,No,108,Dual,2.4,240,320,No,1,0,0,1,0,No,No,Yes,No,Yes,1000,5333
Philips,X525,Yes,No,No,108,Dual,3,240,400,No,1,44,0,3.15,0,Yes,No,Yes,No,Yes,1530,8160
Philips,D813,Yes,No,No,121,Mini,3.2,240,400,No,1,1,0,3.15,0,No,No,Yes,Yes,No,1300,6933
Philips,W725,Yes,Yes,No,110,Dual,3.2,240,400,No,1,1,0,5,1,No,No,Yes,Yes,Yes,2100,11200
Philips,W715,Yes,Yes,No,110,Dual,2.4,240,320,No,1,80,0,3.15,1,No,No,Yes,No,Yes,1900,10133
Philips,X526,Yes,No,No,126,Dual,2.8,240,320,No,1,1,0,2,0,No,No,Yes,No,Yes,120,640
Philips,D613,Yes,Yes,No,105,Mini,2.4,240,320,No,1,1,0,2,1,No,No,Yes,No,No,980,5226
Philips,Xenium X519,Yes,No,No,102.3,Mini,2.4,240,320,No,1,48,0,3.15,0,Yes,No,Yes,No,Yes,920,4906
Philips,F322,Yes,No,No,105,Dual,2.4,320,240,No,1,5,0,2,0,No,No,Yes,No,Yes,1000,5333
Philips,X128,Yes,No,No,76,Dual,2,176,220,No,1,0,0,0,0,No,No,No,No,Yes,1050,5600
Philips,D612,Yes,Yes,No,105,Dual,2.4,240,320,No,1,1,0,2,0,No,No,Yes,Yes,No,120,640
Philips,Xenium X523,Yes,No,No,116.8,Dual,2.4,240,320,No,1,78,0,3.15,0,Yes,No,Yes,No,Yes,145,773
Philips,X516,Yes,No,No,103,Dual,2.6,240,320,No,1,3,0,2,0,Yes,No,Yes,No,Yes,1530,21600
Philips,F515,Yes,No,No,102.3,Mini,2.4,240,320,No,1,50,0,3.15,0,No,No,Yes,No,Yes,920,4906
Philips,X815,Yes,No,No,139,Dual,3.2,240,400,No,1,47,0,5,0,Yes,No,Yes,Yes,Yes,1530,28000
Philips,X518,Yes,No,No,108,Dual,2.8,240,320,No,1,1,0,2,0,No,No,Yes,No,Yes,1530,8160
Philips,D812,Yes,Yes,No,125,Mini,3.2,240,400,No,1,1,0,3.15,0,No,No,Yes,Yes,No,1100,5866
Philips,X216,Yes,No,No,110,Dual,1.8,128,160,No,1,0,0,0,0,Yes,No,No,No,Yes,1050,5600
Philips,Xenium X713,Yes,No,No,126.5,Dual,3.2,240,400,No,1,47,0,3.15,0,Yes,No,Yes,Yes,Yes,1530,22400
Philips,V816,Yes,No,No,141,Dual,3.2,480,800,Microsoft,1,1,0,5,0,Yes,Yes,Yes,Yes,No,1530,8160
Philips,T910,Yes,Yes,No,141,Mini,3.5,360,640,Android-based,1,1,0,5,1,Yes,Yes,Yes,Yes,No,1530,8160
Philips,X116,Yes,No,No,79.5,Dual,2,176,220,No,1,0,0,1,0,No,No,Yes,No,Yes,1050,5600
Philips,F718,Yes,No,No,138,Mini,2.6,240,320,No,1,45,0,5,0,Yes,No,Yes,No,Yes,800,4266
Philips,Xenium X513,Yes,No,No,131.2,Dual,2.2,240,320,No,1,5,0,2,0,Yes,No,Yes,No,Yes,145,773
Philips,Xenium F511,Yes,No,No,97.7,Dual,2.4,240,320,No,1,70,0,3.15,0,Yes,No,Yes,No,Yes,1000,5333
Philips,D900,Yes,Yes,No,147.8,Mini,2.8,240,320,Microsoft,1,0,0,2,0,No,Yes,Yes,Yes,No,1000,5333
Philips,F610,Yes,No,No,105,Dual,2.6,240,320,No,1,30,0,2,0,No,No,Yes,No,Yes,1000,5333
Philips,X712,Yes,No,No,138,Dual,2.8,240,400,No,1,30,0,5,0,Yes,No,Yes,No,Yes,1050,5600
Philips,X703,Yes,No,No,93.5,Mini,3,240,400,No,1,48,0,3.15,0,Yes,No,Yes,No,Yes,1000,5333
Philips,X809,Yes,No,No,128,Dual,3,240,400,No,1,70,0,5,0,No,No,Yes,No,Yes,1530,8160
Philips,Xenium X503,Yes,No,No,92.8,Dual,2.4,240,320,No,1,78,0,3.15,0,Yes,No,Yes,No,Yes,1000,5333
Philips,Xenium K600,Yes,No,No,119,Mini,2.8,240,400,No,1,48,0,3.2,0,Yes,No,Yes,No,Yes,1000,5333
Philips,X606,Yes,No,No,120,Mini,2.8,240,400,No,1,45,0,5,0,No,No,Yes,No,No,1000,5333
Philips,X510,Yes,No,No,103,Dual,2.4,240,320,No,1,1,0,2,0,No,No,Yes,No,Yes,1050,5600
Philips,X605,Yes,No,No,120,Mini,2.8,240,400,No,1,63,0,3.15,0,No,No,Yes,No,Yes,1050,5600
Philips,V900,Yes,No,No,153.5,Mini,3.5,480,800,Android-based,1,40,0,3.15,0,Yes,Yes,Yes,Yes,No,115,37600
Philips,X100,Yes,No,No,52.7,Dual,1.8,128,160,No,1,0,0,0,0,No,No,No,No,Yes,1000,5333
Philips,C702,Yes,No,No,118,Mini,2.8,240,320,No,1,2.5,0,1.3,0,No,No,Yes,Yes,No,1080,5760
Philips,X603,Yes,No,No,140,Mini,2.4,240,320,No,1,50,0,5,0,No,No,Yes,No,Yes,1530,8160
Philips,D908,Yes,Yes,No,129,Mini,3.2,480,800,Microsoft,1,1,128,5,1,Yes,Yes,Yes,Yes,No,1380,7360
Philips,Xenium X806,Yes,No,No,136.5,Dual,3,240,400,No,1,47,0,5,0,No,No,Yes,No,Yes,1530,8160
Philips,X312,Yes,No,No,101,Mini,2.2,240,320,No,1,5,0,2,0,No,No,Yes,No,Yes,1050,5600
Philips,X320,Yes,No,No,110,Mini,2.2,240,320,No,1,5,0,2,0,No,No,Yes,No,Yes,1050,5600
Philips,X650,Yes,No,No,110,Mini,2.4,240,320,No,1,79,0,3.15,0,No,No,Yes,No,Yes,1050,5600
Philips,Xenium X501,Yes,No,No,129,Mini,2.2,240,320,No,1,60,0,2,0,No,No,Yes,No,Yes,1800,11200
Philips,Xenium K700,Yes,No,No,97,Mini,2.8,240,400,No,1,48,0,3.15,0,Yes,No,Yes,No,Yes,1000,16800
Philips,V808,Yes,No,No,120,Mini,3.2,320,480,Android-based,1,30,0,3.15,0,No,No,Yes,Yes,No,1000,5333
Philips,X550,Yes,No,No,90,Mini,,240,320,No,1,0,0,3.15,0,No,No,Yes,No,Yes,1000,5333
Philips,E102,Yes,No,No,68.8,Mini,1.4,128,128,No,1,0,0,0,0,No,No,No,No,Yes,650,3466
Philips,Xenium X830,Yes,No,No,120,Mini,3,240,400,No,1,47,0,5,0,No,No,Yes,No,Yes,1530,20000
Philips,C700,Yes,Yes,No,118,Mini,2.8,240,320,No,1,2.5,0,2,0,No,No,Yes,No,No,1030,5493
Philips,TM700,Yes,Yes,No,111.9,Mini,2.2,240,320,No,1,6,0,2,1,No,No,Yes,No,No,970,5173
Philips,X630,Yes,No,No,118.3,Mini,2.4,240,320,No,1,80,0,3.15,0,No,No,Yes,No,Yes,1530,8160
Philips,C600,Yes,No,No,118,Mini,2.4,240,320,No,1,2.5,0,1.3,0,No,No,Yes,No,No,1350,7200
Philips,W186,Yes,Yes,No,108.5,Mini,2,176,220,No,1,1,0,2,0,No,No,Yes,No,Yes,1050,5600
Philips,X810,Yes,No,No,136,Mini,2.8,240,400,No,1,64,1,3.15,1,No,No,Yes,No,No,1050,16800
Philips,Xenium X520,Yes,No,No,110,Mini,,176,220,No,1,0,0,2,0,No,No,Yes,No,Yes,1050,12800
Philips,Xenium X600,Yes,No,No,110,Mini,2.2,176,220,No,1,10,0,2,0,No,No,Yes,No,Yes,1100,14400
Philips,E210,Yes,No,No,71,Mini,1.8,128,160,No,1,2,0,1,0,No,No,Yes,No,Yes,820,4373
Philips,Xenium X700,Yes,No,No,110,Mini,2.4,240,320,No,1,47,0,3.15,0,No,No,Yes,No,Yes,980,5226
Philips,Xenium X530,Yes,No,No,95,Mini,2.2,240,320,No,1,32,0,2,0,No,No,Yes,No,Yes,950,12800
Philips,X710,Yes,No,No,114,Dual,2.4,240,320,No,1,20,0,3.15,0,No,No,Yes,No,Yes,1900,14400
Philips,X620,Yes,No,No,120,Mini,2.4,240,320,No,1,80,0,3.15,0,No,No,Yes,No,Yes,1530,15200
Philips,193,Yes,No,No,53,Mini,1.47,128,128,No,1,0,0,0,0,No,No,No,No,Yes,650,4000
Philips,E100,Yes,No,No,75,Mini,1.8,128,160,No,1,2,0,0,0,No,No,No,No,Yes,1000,4800
Philips,X500,Yes,No,No,110,Mini,1.8,176,220,No,1,10,0,1.3,0,No,No,Yes,No,Yes,1720,12000
Philips,M200,Yes,No,No,70,Mini,1.8,128,160,No,1,3,0,0,0,No,No,Yes,No,Yes,1050,5600
Philips,Xenium X300,Yes,No,No,77.5,Mini,1.75,128,160,No,1,3,0,1,0,No,No,No,No,Yes,890,4746
Philips,Xenium 9@9q,Yes,No,No,86,Mini,2,176,220,No,1,10.5,0,1.3,0,No,No,Yes,No,No,890,4746
Philips,298,Yes,No,No,82,Mini,1.8,128,160,No,1,1,0,1,0,No,No,No,No,No,600,3200
Philips,X800,Yes,No,No,99,Mini,2.8,240,400,No,1,47,64,2,0,No,No,Yes,No,No,115,29600
Philips,M600,Yes,No,No,110,Mini,2,176,220,No,1,0,0,1.3,0,No,No,Yes,No,No,1000,5333
Philips,Xenium 9@9v,Yes,No,No,75,Dual,1.75,128,160,No,1,0,0,1,0,No,No,No,No,No,890,4746
Philips,192,Yes,No,No,59.7,Mini,1.47,128,128,No,1,0,0,0,0,No,No,No,No,No,650,2400
Philips,191,Yes,No,No,59.7,Mini,1.25,96,64,No,1,0,0,0,0,No,No,No,No,No,1000,2400
Philips,Xenium 9@9j,Yes,No,No,91,Mini,,176,220,No,1,0,0,1.3,0,No,No,Yes,No,Yes,1000,5333
Philips,392,Yes,No,No,83,Mini,2.4,240,320,No,1,11,0,1.3,0,No,No,Yes,No,No,980,5226
Philips,Xenium 9@9u,Yes,No,No,91,Mini,2,176,220,No,1,25,0,2,0,No,No,Yes,No,Yes,1050,5600
Philips,692,Yes,No,No,102,Mini,2.4,240,320,No,1,11,0,1.3,0,No,No,Yes,No,No,1000,5333
Philips,699 Dual SIM,Yes,No,No,98,Dual,2.6,240,320,No,1,11,0,1.3,0,No,No,Yes,No,Yes,850,4533
Philips,892,Yes,No,No,101,Mini,2.6,240,320,No,1,4,0,2,0,No,No,Yes,No,No,910,4853
Philips,399,Yes,No,No,80,Mini,2.6,240,320,No,1,11,0,1.3,0,No,No,Yes,No,No,820,4373
Philips,390,Yes,No,No,98,Mini,2,176,220,No,1,64,0,1.3,0,No,No,No,No,No,620,3306
Philips,Xenium 9@9k,Yes,No,No,108,Mini,1.8,128,160,No,1,2,0,1,0,No,No,Yes,No,Yes,1790,12000
Philips,Xenium 9@9z,Yes,No,No,74.5,Mini,1.46,128,128,No,1,0,0,0,0,No,No,No,No,Yes,900,4800
Philips,Xenium 9@9w,Yes,No,No,90,Dual,1.93,176,220,No,1,11,0,2,0,No,No,Yes,No,No,920,4906
Philips,Xenium 9@9m,Yes,No,No,109,Mini,2.5,176,220,No,1,70,0,2,0,No,No,Yes,No,No,1280,6826
Philips,Xenium 9@9r,Yes,No,No,82,Mini,,176,220,No,1,64,0,1.3,0,No,No,Yes,No,No,1050,5600
Philips,Xenium 9@9h,Yes,No,No,78,Mini,1.8,128,160,No,1,2,0,0,0,No,No,No,No,Yes,1100,5866
Philips,292,Yes,No,No,80,Mini,2,176,220,No,1,60,0,1,0,No,No,No,No,No,680,3626
Philips,290,Yes,No,No,82,Mini,1.8,128,160,No,1,6,0,1,0,No,No,No,No,No,620,3306
Philips,Xenium 9@9g,Yes,No,No,86,Mini,1.8,128,160,No,1,18,0,1.3,0,No,No,Yes,No,No,950,5066
Philips,Xenium 9@9f,Yes,No,No,77,Mini,1.5,128,128,No,1,0,0,0,0,No,No,No,No,No,950,5066
Philips,580,Yes,No,No,96,Mini,,128,160,No,1,1,0,0,0,No,No,No,No,Yes,680,3626
Philips,S890,Yes,No,No,93,Mini,1.72,128,160,No,1,64,0,1,0,No,No,No,No,No,650,3466
Philips,S660,Yes,No,No,83,Mini,1.5,128,128,No,1,1,0,1,0,No,No,No,No,No,1000,5333
Philips,180,Yes,No,No,76,Mini,,96,64,No,1,0,0,0,0,No,No,No,No,No,750,4000
Philips,Xenium 9@9s,Yes,No,No,102.5,Mini,,128,160,No,1,18,0,1.3,0,No,No,No,No,No,950,5066
Philips,680,Yes,No,No,94,Mini,,128,160,No,1,32,0,1.3,0,No,No,No,No,No,720,3840
Philips,S900,Yes,No,No,94,Mini,2.2,176,220,No,1,10,0,2,0,No,No,Yes,No,No,1000,5333
Philips,S880,Yes,No,No,80,Mini,1.7,128,160,No,1,1,0,1,0,No,No,No,No,No,720,3840
Philips,598,Yes,No,No,82,Mini,1.8,176,220,No,1,1,0,1.3,0,No,No,Yes,No,No,580,3093
Philips,588,Yes,No,No,78,Mini,,128,160,No,1,1,0,1.3,0,No,No,No,No,No,580,3093
